STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,UNIT_MEASURE,Unit of measure,MEASURE,Measure,FREQ,Frequency,QUANTILE,Quantile,ACTIVITY,Economic activity (NACE Rev.2),SEX,Sex,ISCO08,Occupation (ISCO-08),EDUC_LEVEL,Educational level,RESIDENCE,Place of residence,CPAYAGR,Collective labour agreement,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,DECIMALS,Decimals,COMMENT_DSET,Comments on the dataset levels
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,K,Financial and insurance activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2018,,12.3,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,K,Financial and insurance activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2022,,11.5,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,B,Mining and quarrying,_Z,Not applicable,_Z,Not applicable,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",_Z,Not applicable,_Z,Not applicable,2010,,0.3,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,B,Mining and quarrying,_Z,Not applicable,_Z,Not applicable,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",_Z,Not applicable,_Z,Not applicable,2014,,0.1,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,B,Mining and quarrying,_Z,Not applicable,_Z,Not applicable,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",_Z,Not applicable,_Z,Not applicable,2018,,0.1,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,B,Mining and quarrying,_Z,Not applicable,_Z,Not applicable,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",_Z,Not applicable,_Z,Not applicable,2022,,0.2,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,R,"Arts, entertainment, and recreational activities",_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2010,,0.5,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,R,"Arts, entertainment, and recreational activities",_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2014,,0.7,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,R,"Arts, entertainment, and recreational activities",_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2018,,0.6,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,R,"Arts, entertainment, and recreational activities",_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2022,,1,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2010,,61.7,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2014,,63.5,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2018,,71.9,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2022,,73.4,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2010,,4.7,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2014,,4.9,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2018,,5.2,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,J,Information and communication,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2022,,4.9,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,Q,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2010,,100,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,Q,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2014,,100,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,Q,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2018,,100,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,Q,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2022,,100,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,I,Accommodation and food service activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2010,,3.4,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,I,Accommodation and food service activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2014,,3.8,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,I,Accommodation and food service activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2018,,3.9,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_EDUC_LEVEL,Percentage of of total employment by education level,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,I,Accommodation and food service activities,_Z,Not applicable,_Z,Not applicable,_T,All ISCED 2011 levels,_Z,Not applicable,_Z,Not applicable,2022,,3.6,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,E,"Water supply; sewerage,waste management and remediation activities",_Z,Not applicable,_Z,Not applicable,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),_Z,Not applicable,_Z,Not applicable,2010,,50.1,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,E,"Water supply; sewerage,waste management and remediation activities",_Z,Not applicable,_Z,Not applicable,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),_Z,Not applicable,_Z,Not applicable,2014,,51.5,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,E,"Water supply; sewerage,waste management and remediation activities",_Z,Not applicable,_Z,Not applicable,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),_Z,Not applicable,_Z,Not applicable,2018,,55.5,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,E,"Water supply; sewerage,waste management and remediation activities",_Z,Not applicable,_Z,Not applicable,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),_Z,Not applicable,_Z,Not applicable,2022,,52.3,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,P,Education,_Z,Not applicable,_Z,Not applicable,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",_Z,Not applicable,_Z,Not applicable,2010,,8.5,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,P,Education,_Z,Not applicable,_Z,Not applicable,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",_Z,Not applicable,_Z,Not applicable,2014,,7.6,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,P,Education,_Z,Not applicable,_Z,Not applicable,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",_Z,Not applicable,_Z,Not applicable,2018,,7.9,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,P,Education,_Z,Not applicable,_Z,Not applicable,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",_Z,Not applicable,_Z,Not applicable,2022,,5.4,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,K,Financial and insurance activities,_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2010,,64.5,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
DATAFLOW,LU1:DSD_ESS_2@DF_C1335(1.1),Employment: percentage by economic activity and education level,I,PC_EMP_NACE,Percentage of total branch employment,SAL_INT,Domestic payroll employment,A4,Quadrennial,_Z,Not applicable,K,Financial and insurance activities,_Z,Not applicable,_Z,Not applicable,ED5-8,Tertiary education (levels 5-8),_Z,Not applicable,_Z,Not applicable,2014,,66.8,,0,Units,,,1,One,N05,"<b>Coverage:</b><p>Branches B-S;</p><p>Companies with 10 or more employees,</p><p><b>Note:</b></p><p>Public administration: covers only central government administration (CGPO)</p>"
